metal_linker,organic_linker1,organic_linker2,topology,Co2N2_selectivity,heat_adsorption,CO2_working_capacity,functional_groups1,functional_groups2
2,17,22,5,13.35003659,6.11273,99.1058516077681,14,17
3,9,14,4,40.77088934,6.7548710000000005,85.4576527693536,5,0
2,5,26,5,13.99768297,5.202229,80.92333014793594,9,20
4,11,14,0,49.61568221,6.44198,102.74744025741398,9,20
9,5,24,8,25.04497785,5.745802,76.787337236926,13,20
3,13,15,5,26.96313124,6.697809,297.68600567851774,2,20
2,10,13,5,27.85594666,6.176933999999999,211.58587498421304,8,20
4,7,27,0,15.05120888,5.739116,84.78909274981298,20,12
3,4,16,5,30.9552574,6.450913,128.2636524402366,1,9
2,15,22,4,13.45400627,5.054591,68.1589511476993,10,0
3,18,24,5,14.87918408,5.903974,136.87685148704412,8,1
1,15,23,5,8.876028725999998,4.961308,48.056589434223326,20,16
3,11,29,5,10.21781504,4.753972,48.89121646108687,12,3
9,1,17,8,25.50280971,6.099133,155.56137072944992,4,6
3,17,18,5,11.81915931,5.328928,78.59476036135814,7,16
3,14,17,5,18.48579449,6.125586,159.1020976082466,5,12
2,14,27,5,14.890059900000002,5.2132,76.46741888683474,20,16
3,14,19,5,20.3985008,6.038882,135.39941638213338,19,20
9,4,5,8,25.35841808,6.052432,191.13206529997117,4,20
3,5,24,5,19.39669377,5.880825,70.6215630912812,4,5
2,16,29,5,15.04409055,5.692130000000001,96.50028337358808,12,5
2,1,24,5,16.95627081,6.2010000000000005,101.2772685206168,10,8
3,10,16,5,59.43626136,7.159852000000001,274.20469210331913,4,20
3,40,41,3,32.09543551,5.895261,316.8459453792636,10,20
12,4,13,1,20.61570743,6.083256,155.46447079575353,9,7
3,4,10,5,23.01197544,6.119627,165.26390991673856,17,20
9,1,22,8,15.98973428,5.570715,89.03832817277467,5,15
3,38,40,3,25.27507261,6.038108,131.75749757939144,9,14
4,4,5,0,50.32463836,7.027703,190.12559358660351,20,20
2,9,12,5,82.84654272,8.522332,158.20886840683076,16,7
2,13,21,5,16.90539394,5.648979,102.1180033797576,14,12
2,4,11,5,26.16873089,5.743913,99.76962440741569,0,5
2,4,8,5,7.791641222999998,4.880896,48.43131319826215,6,20
3,17,29,5,12.56175103,4.829538,46.4198554604591,4,3
9,6,18,8,34.63123117,7.10082,133.88005183402186,9,15
12,17,17,1,12.10365396,5.699121,63.361331432166246,2,20
3,24,28,5,12.72812746,5.183836,67.45258859865872,7,10
9,4,11,8,16.65954911,5.218483,64.74681889982165,17,20
2,11,18,5,10.88135343,4.713196,44.60005159492435,1,20
9,16,17,8,32.83762888,6.060169,220.37405517193736,0,20
3,2,10,5,10.51092922,4.833661,83.03845595790477,6,20
2,4,13,5,17.97322774,5.248599,91.13447017971951,4,20
9,11,12,8,28.51843234,7.197962,97.49949171884221,10,18
2,12,24,5,29.99212075,6.314321,103.15963639785669,0,20
2,1,5,5,26.45742293,6.392745,97.36313849016557,8,17
3,13,16,5,28.99326466,6.511697,189.3621145519429,9,1
3,13,15,5,57.64142095,7.18967,153.1817922895294,0,13
2,4,27,5,18.63466575,5.309643,108.12579926893318,4,9
12,1,12,1,10.2590058,5.010537,69.71925467972345,20,20
2,1,8,5,21.45971282,5.9564900000000005,135.46429146551105,6,4
9,4,22,8,65.220954,7.230747,171.56306591319537,8,17
3,18,25,5,17.56186635,5.966777,158.37691633273005,3,9
2,12,13,5,30.79542249,7.073806,176.296801004639,3,7
2,14,17,5,16.43256101,5.428123,111.43013653094415,0,20
3,7,17,5,9.339517001,6.024483999999999,70.85762255497087,8,9
3,14,18,5,19.39778376,6.05589,213.02220602866316,20,12
2,10,14,5,107.5630871,7.509960999999999,199.1719534954541,0,20
12,1,24,1,18.68707128,5.493207,147.93648497572624,7,16
2,10,28,5,53.20047546,7.123761,249.71839250368515,10,0
10,43,43,2,12.77306679,6.174256,70.26120098692142,4,15
2,11,29,5,17.24137921,5.512032,98.46254830007676,10,2
2,4,10,5,22.26956547,6.170432,147.24497931600877,9,20
2,24,28,5,12.26376072,4.893044000000001,68.9716229936742,7,20
3,10,13,5,28.24582696,6.743593,161.0623816161589,5,12
2,1,2,5,18.83397384,5.427597,69.51323914777612,0,20
3,1,28,5,15.30925951,5.248524,72.6521697086563,4,16
9,4,12,8,13.98995423,5.456924,63.93480736003886,5,8
4,12,15,0,30.38147325,6.982535,148.38318211470815,15,20
3,12,14,5,31.04046545,6.770256,223.2696629010144,6,16
2,4,29,5,10.4000011,4.867542,53.090268613446014,17,6
2,17,24,5,15.83633819,6.226024,129.06873076500193,7,6
2,4,29,5,11.88530162,4.656229,50.73644211501896,12,20
2,1,12,5,14.9067574,5.257246,58.964352498713474,5,20
2,1,18,5,15.35488362,5.415942,114.2374283068226,12,9
4,2,17,0,27.75131784,5.19663,145.95226486834886,1,20
3,15,15,4,20.36743361,5.940612000000001,88.90544155160671,10,20
9,3,18,8,38.99083611,5.881666,229.44534163954128,0,6
2,13,14,5,22.46332573,6.449671,190.97969964613517,3,6
2,14,16,5,22.16493053,6.158407,127.08550111691282,12,15
10,44,47,2,29.96772782,7.41045,116.52225280817116,4,20
4,5,14,0,80.31046924,7.995958,230.2900383358349,5,20
9,16,24,8,167.2811898,10.019565,261.08424298897165,1,0
3,5,13,5,12.38266716,4.841016000000001,57.72495777606879,17,20
4,5,24,0,27.44851162,6.279513,126.8824569628301,10,20
2,4,22,5,44.06126041,7.921642999999999,222.66828903652396,6,12
2,13,24,5,17.32837857,5.968497,95.48275153150209,7,20
3,10,21,5,21.27590797,5.798211,161.7590046488654,7,8
3,5,17,5,28.63749045,6.129392,220.567194733138,20,17
1,1,7,5,10.5901875,5.57688,62.717863047926905,14,3
3,8,12,5,12.1262285,5.106825,47.31490050390334,5,3
1,24,27,5,18.69557622,6.816978999999999,179.66436258454726,9,3
3,22,28,5,12.95131271,5.6609110000000005,77.8946707211429,6,9
4,5,24,0,34.83485044,6.200809,129.1085142130783,10,20
2,1,13,5,12.76945867,5.299472,75.83798200917833,15,9
2,1,25,5,19.34676944,5.268491,91.52834282333036,10,8
1,9,22,5,30.80890376,6.069865,126.0613662129054,0,7
2,14,19,5,50.12794133,7.5091199999999985,212.3434112631444,3,20
2,10,25,5,15.51525085,5.976679,93.29548727004205,15,5
10,52,54,2,15.90465709,5.95402,51.618941340812576,16,17
1,13,13,5,16.02044418,5.814599,67.78884952700544,9,4
2,14,27,5,19.67796275,5.76772,93.53798471910504,7,3
3,10,13,5,56.203686600000005,7.331381999999999,271.9944822016823,10,12
9,17,24,8,22.78334613,6.135807,78.76132259832518,17,13
9,1,2,8,54.68572055,8.595714,307.6095823636249,19,20
12,4,4,1,34.56882093,6.660473,295.68296684466446,6,20
2,13,15,5,39.71591249,7.004209,122.57115275780734,16,3
2,1,28,5,13.66307756,4.991218,71.69125912254621,3,20
3,11,29,5,8.367322517,4.391515,52.75895998154035,19,20
3,16,22,5,13.36986961,5.630528,133.65802387691514,4,20
4,12,15,0,103.1180028,7.591161999999998,340.2873104298377,5,4
12,11,12,1,11.69840275,4.9658370000000005,62.449283504274426,10,20
10,50,54,2,23.56859408,5.709912,91.24424608416264,10,6
1,15,25,5,16.99672787,5.419164,68.22151515940445,5,7
3,16,21,5,12.05045322,5.396783,65.2438643859542,12,6
2,13,24,5,20.02720613,6.235236,159.73153448590296,14,20
3,5,14,5,27.99234562,6.38503,158.89145993295432,20,20
2,5,22,5,48.89090782,8.006944,172.76201688157155,12,8
2,4,17,5,10.71267751,5.261481,64.07743349754084,15,5
4,1,5,0,37.73717795,7.193155,113.01767769339402,18,20
9,3,3,8,9.626341395,4.9648080000000006,63.518649382443336,5,4
2,17,24,5,20.81962244,6.353975,125.55309552150652,1,18
2,9,16,5,51.18180848,8.177783999999999,81.30267605531971,6,16
2,12,18,5,16.3691856,5.705965,150.38110357557235,6,20
2,2,3,5,19.7110611,5.581126,76.25975258940706,3,1
2,5,28,5,23.58326837,7.616892999999998,150.4943460875242,7,2
4,7,23,0,30.91835813,5.161321,90.47878613092563,3,10
3,14,22,5,70.24866099,8.068073,352.28655962993344,10,0
4,4,9,0,82.52076581,8.658877999999998,158.28876545607952,15,16
3,1,8,5,13.85401765,5.231595,59.62746499216894,0,20
3,1,3,5,10.71802718,5.004654,57.91760210762532,7,20
2,4,11,5,22.9028984,6.616588,86.70414578356373,0,13
9,17,19,8,17.4815732,10.283323,189.0263488532403,3,8
9,3,3,8,32.93092698,6.20715,137.95562672845102,12,3
1,14,28,5,20.57474292,5.519328,69.75590167338717,9,7
12,9,22,1,42.06259801,7.508108999999998,176.62266211045954,10,9
4,11,19,0,18.71128027,5.609413,73.44503236886706,9,5
10,46,56,2,28.08840696,6.794148,70.7260565461872,6,17
2,1,2,5,11.72079963,4.835935,56.98161808026846,20,8
12,10,22,1,24.2625604,6.444899,190.07045801955988,7,12
4,4,4,0,43.84869839,8.909428,88.75307589777066,18,20
3,4,5,5,22.1937834,6.4614400000000005,202.61066306756535,20,8
2,4,12,5,28.12759944,6.809672,239.16884554843037,20,1
2,27,29,5,8.707556937999998,5.838497,71.55622650625381,7,3
2,5,23,5,27.58059556,6.0296400000000006,122.46764976218958,20,4
2,1,18,5,29.75597744,6.788204,239.95312422814328,2,0
3,40,41,3,32.98746827,6.375999,244.8450026526041,12,17
2,16,19,5,23.41058715,6.305626,161.96650586974502,3,20
9,11,2,8,87.10159185,8.130419999999999,216.6109701829379,7,0
9,2,17,8,39.45896257,6.9518830000000005,432.84837213767327,4,20
2,2,10,5,12.67951647,6.27931,112.89601627749246,3,18
1,1,25,5,19.32250219,5.382657,76.85039647827526,3,12
3,1,25,5,34.68604949,8.102613,209.4303054199757,9,14
3,5,28,5,30.2835349,7.700144,162.8192913168924,7,2
2,4,18,5,31.19214968,6.349106,162.81714532176792,0,12
2,12,18,5,40.25064944,6.22673,93.76314913062441,16,0
2,14,21,5,18.07179819,6.075702,137.40806781861986,20,4
3,1,26,5,14.93523792,5.217738,67.39728795506709,10,1
3,1,16,5,31.54124304,6.519805,213.76257434659885,17,2
4,7,27,0,11.85780219,5.204852,59.437296808832954,13,12
2,40,41,3,29.18832998,6.232137000000001,182.91571027463908,18,20
3,10,24,5,16.39417226,6.034587,64.07990964576138,15,20
2,4,14,5,44.78324978,6.943456,287.9461591913733,10,4
3,1,10,5,48.24706351,7.652005,89.59133460869097,9,20
9,16,16,8,106.2848472,8.114892999999999,240.46733767527144,15,13
2,10,25,5,15.31088158,6.012072,93.06487533243757,12,13
2,14,17,5,15.83673472,5.732951,165.61651342334065,8,20
2,1,28,5,22.82876478,5.861087,85.61398026034246,9,20
3,1,13,5,18.42098341,6.3449,132.77304850290102,10,4
12,4,13,1,12.95422454,5.088564,71.69158927564227,4,6
3,10,28,5,28.97149321,6.553798,288.69263534158625,20,4
12,17,17,1,14.14858875,5.931531,77.86512201904469,15,6
1,9,15,5,14.11937652,5.334037,76.54335409893069,20,5
3,14,14,5,34.1906632,8.154238000000001,125.17639083889128,13,4
3,23,25,5,9.508679959,5.593506,51.69289563433212,19,9
12,1,9,1,27.22944294,6.509125,99.52613649906448,13,5
12,4,22,1,24.069753100000003,5.794404,181.68704552761668,1,7
3,5,13,5,29.02265225,5.975874,158.73480228886933,0,20
3,2,9,5,11.45598409,5.013038,63.7756735677334,4,5
2,1,12,5,15.28602722,5.432254,82.48214799102777,12,16
9,2,23,8,79.83075431999998,9.012756,273.8697517873567,5,12
4,4,9,0,26.28516837,8.952282999999998,132.1934647427511,9,1
3,11,16,5,15.80467706,5.20523,87.84829133799238,5,2
9,1,13,8,23.60981338,5.996344000000001,123.58835444679728,1,0
9,16,25,8,49.35326287,7.329572,160.68650231628382,0,18
9,5,16,8,67.51071383,7.605291999999999,223.08857392782036,6,20
12,24,24,1,42.70123435,6.444518,213.2181518911804,1,20
9,12,18,8,19.79402474,5.744106,76.57785509746998,20,20
3,10,14,5,92.35392502,9.143264,365.0998012883882,0,9
9,12,18,8,52.02435921,7.552108999999998,158.89162500950232,10,4
2,18,22,5,11.24571565,5.003411,91.5209143786688,17,4
2,5,24,5,64.52105239,7.388878999999998,92.84631398283955,2,20
10,54,57,2,30.02101882,7.825161999999999,75.11511180533432,10,4
3,16,19,5,17.49442182,6.236415,146.15118210873075,14,10
4,11,22,0,43.92175575,8.549082,123.07017916251633,1,10
3,4,9,5,40.65702815,7.929230999999999,298.01929522899985,2,20
2,11,25,5,29.58544543,7.564199,176.47524875306453,3,19
3,14,22,5,33.89806589,7.424322,315.51394271317133,1,15
4,4,24,0,201.0229759,9.608793,207.71235378457837,20,0
9,10,16,8,79.97842217999998,9.268267,63.495538665718456,1,20
3,6,15,5,24.76897906,6.01473,92.50922767175267,2,10
3,1,17,5,14.16970661,5.070825,64.7403809144483,13,20
2,10,10,5,248.206334,10.152415,209.11368860084508,2,20
4,13,21,0,23.16307773,5.504836,99.48371182621955,14,20
2,4,9,5,49.41470469,8.655958999999998,209.99354660187012,20,1
12,4,10,1,21.14688668,5.749562999999999,175.65135170182324,1,20
3,22,25,5,38.72098524,6.858586,154.26882135833807,4,5
3,14,29,5,13.46481514,5.10012,70.60786173779437,10,18
3,5,14,5,28.61128739,6.116091,190.65218777483423,12,20
9,12,22,8,30.66388889,7.05502,92.83162217006448,16,13
4,1,9,0,66.83480567,7.822200999999998,139.31404164222874,0,19
2,10,17,5,47.77346709,7.836051999999999,286.0642865437775,0,15
3,5,28,4,16.79607104,5.184214,90.68381120358474,19,0
9,7,18,8,35.14465364,5.911908,195.71194904864643,4,20
9,3,18,8,24.08969987,7.964982000000002,89.1502500723422,9,5
3,14,20,5,18.45345445,5.528792,92.73109055231134,5,1
2,25,27,5,11.98145496,5.922987,109.71746734508392,1,7
3,14,19,5,18.33986091,5.819392,75.66960393018294,17,0
3,11,28,5,38.37751295,6.058182,219.69377471748632,5,2
3,1,9,5,23.23694445,6.586407,201.09526035660667,12,20
3,1,29,5,10.50914258,4.623044,55.224543302986895,16,4
2,4,14,5,23.39122452,6.358268,114.95666682660983,17,20
3,16,25,5,11.47374951,5.265878,73.21243951268616,15,2
3,17,17,5,9.492613349,5.060154,48.98613547620683,5,7
12,9,11,1,35.13361412,6.951645,232.5921958747271,17,20
2,1,14,5,17.14606144,5.231184,57.8832661856341,15,20
4,2,25,0,8.780297207,5.472436,76.45685398776051,20,2
3,10,24,5,24.69956445,6.160622,122.4478405764254,20,4
3,12,15,5,24.96461362,6.055789,151.3641344191191,12,13
3,2,4,5,9.77630328,5.7921830000000005,88.53963192116177,9,20
2,1,21,5,35.76136877,6.777394,233.5542619966735,19,20
9,11,24,8,16.66909497,6.152464,83.22664322266435,3,13
2,13,17,5,25.88518957,6.430725,130.56845120389733,12,4
12,1,10,1,15.57701646,5.6052610000000005,140.66717410646936,1,20
3,13,18,5,11.8876769,5.248594000000001,72.55857130592062,12,20
3,11,11,5,17.508650699999997,5.278102,63.83014882858484,14,15
3,22,29,5,26.19784943,5.924152,182.4322010654454,1,10
12,22,22,1,23.69665699,5.933459,107.09423592026424,15,17
4,3,27,0,19.38834771,5.124137,100.93126807593602,1,7
3,17,19,5,26.46167156,6.00269,128.90679067137987,0,2
2,2,18,5,7.972530768999999,5.157024,50.89243945291177,8,14
2,13,16,5,14.05684539,4.959233,56.81489076675339,0,7
12,1,9,1,63.29235211,7.335807000000002,283.3913670779993,20,19
3,40,40,3,37.3584633,6.832275999999999,345.23927671778324,17,20
2,9,21,5,19.80438867,6.388192,138.71828038037145,15,12
1,10,12,5,46.5047619,6.751963000000001,165.71275305084498,3,1
3,4,17,5,12.89477583,5.122209,91.71570470534978,12,20
3,41,41,3,35.5070833,6.3211580000000005,325.75099976299646,20,20
2,4,24,5,16.19858048,6.7195100000000005,87.38095963050608,19,6
9,8,16,8,45.62819534,6.604751,226.61956129028292,0,10
2,1,26,5,31.27338823,6.097816000000001,118.74220222614204,10,1
9,18,22,8,133.87453100000002,8.982527000000001,439.1523153540232,12,8
3,22,24,5,105.4738699,7.314814,283.45145494148386,2,20
2,5,22,5,31.21941394,6.508451999999999,196.26693640313917,8,20
2,13,18,5,29.44719826,6.180969,159.35053781303884,4,6
12,4,13,1,12.73827503,4.864943,76.11448522713648,13,20
2,18,27,5,11.31984785,5.5202800000000005,75.17701551084733,8,9
4,6,17,0,22.41696527,5.455558,56.34706382962298,13,20
9,13,25,8,28.31387561,7.1868300000000005,152.93318700818912,7,1
2,9,29,5,22.61842119,5.051923,52.51233561877646,20,3
2,10,14,5,79.90699764,7.808566,325.9938273651555,20,20
9,16,20,8,31.61530803,6.587541000000001,127.68439883318278,5,7
2,14,16,5,34.82080886,6.626894999999999,260.2553936412893,0,20
2,9,11,5,38.51473447,6.988638000000001,106.11153522981355,2,0
12,4,11,1,40.31894373,6.530128,246.18641468193428,3,1
2,9,20,5,18.4633645,5.975787,106.5930635204308,1,20
12,9,10,1,40.72571953,7.743111,280.5817642304484,18,20
3,4,28,5,32.26137698,5.732397,117.82701784383757,2,0
2,5,17,5,25.55291472,6.291778,245.45430019140036,20,13
9,1,1,8,83.3471481,8.330403999999998,288.4933879481083,1,20
3,10,12,5,21.84839168,6.246025,129.88519937158165,20,7
3,38,40,3,17.60231503,5.655258,159.0702378344759,5,20
9,4,5,8,15.57065932,5.302315,71.74523915375357,15,20
4,6,23,0,8.858818402999999,4.368671,56.512800683849854,14,20
4,4,19,0,38.3433122,6.693288000000001,87.43725073338595,4,5
3,12,28,5,10.54442608,4.980802,60.013579038022144,10,19
4,22,22,0,54.88865565,7.9978539999999985,311.646694422362,7,20
2,4,18,5,17.70928661,5.613056,134.61909953957328,9,20
4,7,7,0,48.61953961,7.526852,144.6724263914357,4,10
2,13,29,5,8.906098377999998,4.697163,59.552355162813136,4,14
3,1,9,5,37.76525774,6.288851,157.7841264487374,13,5
3,4,28,5,11.99803447,5.259258999999999,58.3378869989217,10,7
9,8,8,8,11.53468958,4.912749,71.32776056377375,3,1
12,4,10,1,17.137230300000002,5.650996,110.259908881926,12,16
4,4,14,0,36.0357584,9.954539,242.26518635991755,1,20
9,3,28,8,17.82117021,5.366023,68.4205974763343,12,14
3,5,22,5,35.77929154,9.564942,111.09453590878957,2,12
2,4,17,5,13.27868775,5.653559,113.91453857886668,9,20
2,9,17,5,20.23047685,5.575125,133.4465608188827,0,20
2,4,24,5,29.34011347,5.885122,134.34919938353653,7,20
2,4,13,5,19.80865812,5.543856,79.65702794796158,12,7
2,11,17,5,53.98996319,8.470649,295.2983384877436,14,3
4,1,19,0,18.12545539,5.720289,72.68980716160821,10,15
3,11,16,5,15.01787644,5.980294000000001,156.5336715973744,3,20
3,36,36,6,20.21038339,7.29542,138.04839974844654,19,10
2,13,16,5,11.06454983,4.8688400000000005,50.67437333295791,8,12
2,11,20,5,14.47166686,5.7382,76.88638316574686,3,8
2,16,21,5,19.16129737,5.370614,80.66614088609782,18,19
2,10,26,5,23.75501602,6.248694,142.87441263024155,9,20
4,1,15,0,72.44445299,7.463148999999999,208.2656903735907,12,5
3,38,41,3,41.45149735,7.120067999999999,116.01051550926351,18,9
2,22,26,5,16.96198015,5.831929,92.32566255033807,14,6
10,50,57,2,22.18125255,5.79902,66.55704832557036,8,20
10,44,44,2,35.07507102,6.665725,80.40036764376191,0,7
3,11,18,5,10.90216639,5.007786,65.58524268728998,20,14
2,16,19,5,24.90677249,5.969019,153.81799730565527,10,9
3,1,17,5,21.74952978,6.047772,216.30095642572877,19,20
4,22,22,0,68.09356721,8.146673,365.1701238978512,20,13
9,1,12,8,44.37370321,6.626657000000001,101.51795012765142,3,20
3,11,22,5,13.49191277,5.515141000000001,62.64225798892701,5,13
2,5,8,5,36.75401271,6.397077,128.9082763603122,7,20
2,13,26,5,8.078395327,5.82155,63.32171306063791,9,6
3,11,22,5,44.46317777,6.890003,153.13342486095522,17,3
2,13,13,5,66.5896436,7.296007,269.3509463614543,19,20
2,13,19,5,38.19263891,6.547469,120.87713722187505,0,3
2,1,18,5,27.1643979,6.7989440000000005,295.2365998587787,6,5
12,17,26,1,10.80010221,4.677153,41.050245505985735,7,10
4,14,22,0,85.8903494,9.735757,225.0902921492893,5,6
2,18,20,5,13.94369674,5.1428,56.512800683849854,14,15
3,12,23,5,12.01935088,5.211387,55.77639420306698,14,5
2,16,16,5,50.59539597,6.4874730000000005,289.4065914118364,10,20
9,17,22,8,15.53397804,5.509485,96.84100136873175,7,20
4,7,27,0,17.14760519,5.890223000000001,68.15036716720147,17,18
10,45,54,2,12.70362098,5.909817,93.78989153140604,15,12
2,9,19,5,23.42822945,8.344366,102.26558181370063,3,20
3,1,17,5,17.21722905,5.364453,66.19685129775863,13,18
3,4,24,5,24.2941344,6.510426,195.8218900296376,14,16
12,9,22,1,42.53061286,7.47232,289.5951088296921,18,20
3,12,14,5,33.86485311,7.001085000000001,102.47159734564798,18,19
3,10,13,5,14.17132181,5.164676999999999,80.46672841607187,15,20
2,11,24,5,24.72741576,6.13002,101.56582232658144,14,10
2,10,25,5,20.43452662,6.509832,155.1691488513194,5,1
4,6,7,0,21.8213628,6.10914,133.15536578814945,4,8
3,21,24,5,14.83010302,5.266458999999999,64.16327330251892,17,19
2,16,18,5,18.53907396,6.129348,200.8872639060829,5,20
3,16,18,5,13.44851672,4.748609,70.51211733993419,20,2
4,4,14,0,44.97831947,9.314926,87.86694498792029,1,20
3,4,11,5,40.29817391,6.593355,192.33927009574907,16,4
3,4,14,5,22.17751763,5.6609940000000005,98.82125963895623,15,4
2,10,27,5,11.96776999,5.143852,67.19110734657173,13,5
9,13,23,8,38.0008348,6.315788,235.03830016350557,8,10
3,11,25,5,12.03447842,5.431868,99.46456294664752,2,3
3,4,14,5,28.60929975,6.167921,239.6741448619646,5,0
3,1,24,5,18.85158229,6.395725,102.81281057043574,9,20
12,22,22,1,77.89322959,7.347212,128.45547138905297,0,15
3,12,16,5,21.31779242,6.901667999999999,148.32375455741567,8,9
3,1,10,5,54.07462103,7.435399,314.77439977797576,4,20
9,17,19,8,26.80785703,5.882959,125.4689064820088,0,14
3,9,17,4,21.27130912,6.111482,68.1404625743194,4,0
4,4,22,0,85.89646227,7.900534999999999,252.62076837123155,15,0
12,4,9,1,44.62876495,6.813089999999999,233.2500259186455,17,14
4,17,23,0,32.43201821,6.353809,83.28673108614899,18,4
3,1,22,5,30.71673107,6.086656,130.07685324384997,0,4
3,10,14,5,46.2891054,7.464755,290.00350820953,0,20
3,4,8,5,17.24728677,5.049999,60.25624156363316,9,8
3,4,28,5,16.1060257,4.958763,74.05730128552781,12,4
3,16,25,5,10.22653774,4.9990760000000005,45.03007600255479,19,20
3,22,29,5,10.09861956,4.759771,59.841734351518,5,6
2,7,15,5,18.17482754,5.385897,67.98710646119515,1,20
9,17,18,8,39.48181097,6.350401000000001,330.4961251362545,8,20
1,4,24,5,12.98163063,5.17425,108.02493749808396,9,8
12,4,12,1,15.67939567,5.413672,91.77744333431475,6,8
9,18,22,8,131.9305549,9.009445,373.3727775696964,20,10
2,4,9,5,30.17336821,8.205085,147.2826167689607,15,3
2,17,18,5,10.15710337,4.699888,55.402165668672254,12,13
4,11,14,0,36.41970661,6.661894,133.28396041906845,15,5
3,1,19,5,29.38969752,6.131195,250.07644353637247,2,20
2,16,16,5,25.33928146,6.327584,197.4401354300219,2,5
9,7,13,8,12.33549937,5.127914,70.90186306984417,14,0
2,9,27,5,15.67986862,5.374189,87.8307932239007,5,14
12,17,26,1,13.19969973,5.169607,47.12687831569179,20,1
1,22,22,5,81.93291096999998,6.797478,186.98369164785865,2,20
4,1,11,0,69.11557259,8.573625999999999,180.65317110727528,1,13
2,22,24,5,49.45314062,7.294786999999999,163.3859991062956,9,20
3,1,22,5,35.86556544,7.106253,202.2684593834894,1,20
2,9,16,5,28.66748325,6.39342,151.8590339101272,5,18
3,12,14,5,19.63125173,5.596273,123.52876181295674,5,6
10,52,57,2,22.84902352,6.064287,73.2684004624699,8,4
2,13,28,5,10.85916223,4.882791,73.84187639034249,16,19
2,12,13,5,31.23771509,6.529281,90.20624475012032,16,0
3,17,21,5,10.31210689,4.848449,48.47324264146295,1,20
2,38,40,3,15.81123647,4.967646,73.91203392325728,0,20
4,1,9,0,37.95114491,9.696064,115.15723483247204,2,1
2,16,19,5,14.76533344,5.5402260000000005,120.91560005756712,3,20
2,8,10,5,14.18937531,5.278431,79.15106832823516,8,14
9,28,29,8,17.82633182,6.482395,97.13714869590602,12,18
4,14,24,0,64.52807763,8.595853,176.36068562872848,15,20
3,10,28,5,20.22430281,5.654861,152.51488303546915,15,20
9,4,4,8,34.61452999,7.367349,78.4622038932863,19,13
3,4,22,5,48.57488911,7.479411,142.83528948835732,10,13
3,4,29,5,11.94152058,4.991533,78.43315042083216,20,10
10,46,55,2,24.36930147,6.0267610000000005,98.99425986129661,7,20
3,14,23,5,15.66561338,5.655166,73.39237295004396,12,13
2,16,18,5,20.95769686,6.011211,126.939078218806,5,18
2,1,1,5,83.50908307,7.481022999999999,231.9913172398808,2,20
2,10,29,5,45.35884243,7.126684,238.10129551228985,13,1
9,1,24,8,24.89841199,5.422354,76.4578444470487,17,20
3,14,24,5,27.16461875,6.122477,208.33766374853388,18,20
3,14,14,5,17.85513621,6.4152510000000005,99.35264104708001,17,15
1,10,18,5,15.94800429,5.3246150000000005,60.97729592544884,12,3
4,5,14,0,84.04453331,8.214819,206.25835954948857,18,14
4,1,14,0,49.70944717,8.577975,174.54731974856705,17,20
2,10,17,5,40.56275469,10.39444,81.75845240444356,9,13
9,4,19,8,17.74296958,6.088634,103.81878705415932,5,14
3,10,11,5,30.23128137,6.088423000000001,77.7647554778396,13,9
2,4,27,5,18.31392799,5.289905,111.86857984252435,6,1
2,9,14,5,38.22429165,7.753102,292.6004924632121,20,20
2,9,14,5,31.68606597,8.222472,124.90748114214271,12,20
2,9,18,5,24.2834701,6.362878,326.20380473425564,20,4
9,13,2,8,112.201144,8.218847,278.055267662777,0,6
3,2,9,5,16.951162399999998,5.529889,94.97745221796782,9,5
2,2,9,5,18.96463473,5.801009,58.62891695310692,0,12
3,11,14,5,43.04559084,6.995582000000001,129.21862027061744,10,17
2,12,15,5,47.82782117,7.696513,400.45622649956056,9,8
3,12,15,5,50.64823189,6.915759,258.1534739551632,3,20
3,5,13,5,39.65296371,6.484954,271.61332045227005,2,20
2,17,25,5,12.83396132,5.185733,64.07182089490769,19,20
9,11,22,8,18.53570267,5.920968,57.36954796815005,0,4
9,4,24,8,23.04073924,5.795494000000001,121.08067660560188,7,20
3,1,9,5,33.31569152,9.953685,89.69483760430873,7,20
2,13,23,5,21.410583,6.14185,129.92811927407064,5,2
9,2,27,8,18.14423415,4.866682,84.77671200871036,0,6
3,1,18,5,12.17098208,5.210307,95.24240007756352,13,20
3,4,23,5,12.31761217,5.602137,79.19085177631153,20,6
3,11,28,5,10.07241301,4.685272,46.379576782738624,14,1
3,2,23,5,12.02257421,6.233271,75.98423983073712,13,9
9,7,7,8,13.63048922,5.416818,59.29533097752308,7,3
3,24,26,5,27.42392833,5.975775,119.28051684928325,2,20
2,7,15,5,30.61739401,6.372349,128.9488851911287,2,10
3,1,28,5,26.06429572,6.737951,230.304565072062,3,20
2,13,18,5,20.62978047,5.5750910000000005,174.7828839826126,8,0
3,4,5,5,14.80924711,5.506031,74.6220281563546,20,17
10,49,54,2,19.63772583,5.77402,82.58400022116518,15,5
2,9,14,5,36.58648807,8.044969,207.6161141570741,12,20
4,17,23,0,21.99347315,5.482105000000001,138.11789697516917,20,5
2,10,27,5,35.47325857,5.932132,161.06782914224402,6,20
2,4,23,5,22.41240361,6.0078830000000005,106.78273647412271,18,16
4,14,22,0,75.19179622999998,8.44121,189.3309150843644,12,15
3,13,24,5,17.40477385,5.839657,86.2574486445818,14,20
